T_c,pert_scale,rep,C,bv,tc_times_bv,tau2_learned,n_shrunk,mean_delta_norm,auroc_poolA,auroc_poolB,auroc_hnavar,auroc_cold,hn_minus_poolB,hn_minus_cold,mse_poolA,mse_poolB,mse_hnavar,mse_cold,mse_hn_vs_poolB,mse_hn_vs_cold
40,0.25,1,20,0.16001190040279237,6.4004760161116945,0.7088419198989868,0,0.22556040753212575,0.846875,0.8192708333333332,0.7973958333333334,0.5921874999999999,-0.021874999999999756,0.20520833333333355,0.846006278693676,0.870360580086708,0.891912180185318,0.9381519809365273,0.021551600098610013,-0.04623980075120926
40,0.25,2,20,0.1733531811027344,6.934127244109376,0.7238330841064453,0,0.20832503853483186,1.0,1.0,0.9439560439560439,0.6065934065934065,-0.05604395604395607,0.3373626373626374,0.8187574654817581,0.8328585475683212,0.8368354931473732,0.9133040338754654,0.003976945579051927,-0.07646854072809228
40,0.25,3,20,0.16741350396035518,6.696540158414207,0.7629951238632202,0,0.19587812552937364,0.9796703296703297,0.989010989010989,0.882967032967033,0.5445054945054945,-0.106043956043956,0.3384615384615386,0.7661195188760758,0.7861123010516167,0.8505320742726326,0.9769563972949982,0.06441977322101589,-0.12642432302236561
40,0.25,4,20,0.16158698790201317,6.463479516080527,0.7758498191833496,0,0.24412830974266803,0.953125,0.9708333333333334,0.8645833333333334,0.5682291666666666,-0.10625000000000007,0.2963541666666668,0.9896029382944107,0.9943200290203095,1.020343180000782,1.0664070650935173,0.026023150980472587,-0.04606388509273529
40,0.25,5,20,0.1539937984479784,6.159751937919136,0.7253397107124329,0,0.21121472890365084,1.0,1.0,0.9244791666666666,0.6338541666666667,-0.07552083333333337,0.2906249999999999,0.7787626147270202,0.7760928332805633,0.8119697287678719,0.8641284659504891,0.03587689548730855,-0.05215873718261721
40,0.25,6,20,0.16427945236336094,6.571178094534438,0.7530196905136108,0,0.21771954585267092,0.8141414141414142,0.9030303030303031,0.8227272727272726,0.5762626262626263,-0.08030303030303043,0.2464646464646464,0.8356811061501503,0.8660927385091781,0.909082555770874,0.9814371213316917,0.04298981726169593,-0.07235456556081765
40,0.25,7,20,0.16734798035881465,6.6939192143525865,0.7596386671066284,0,0.22275679307710994,1.0,0.9984375,0.9276041666666666,0.5869791666666667,-0.07083333333333341,0.34062499999999984,0.8548261374235153,0.8645263910293579,0.8777015209197998,0.9502372205257416,0.013175129890441895,-0.07253569960594175
40,1.0,0,20,0.23156566330292272,9.262626532116908,0.9297725558280945,0,0.894753527841617,0.9109374999999998,0.9526041666666666,0.871875,0.6791666666666667,-0.08072916666666663,0.19270833333333326,0.6751933999359607,0.772579662501812,0.6651857890188694,0.8552303358912468,-0.1073938734829426,-0.19004454687237737
40,1.0,1,20,0.25297793628352083,10.119117451340834,0.9244046807289124,0,0.9865290996710121,0.8444444444444443,0.9025252525252527,0.8368686868686869,0.6939393939393941,-0.06565656565656586,0.1429292929292928,0.8591771468520164,0.985479399561882,0.7102423921227455,0.7773189648985863,-0.2752370074391365,-0.06707657277584078
40,1.0,2,20,0.20663065463019392,8.265226185207757,0.8681250810623169,0,0.7180514029261756,0.7647058823529413,0.6931372549019607,0.7676470588235295,0.5637254901960785,0.0745098039215688,0.20392156862745092,0.8661133661866188,0.8985236704349517,0.8241093337535859,0.9397297918796539,-0.07441433668136588,-0.11562045812606803
