T_c,pert_scale,rep,C,bv,tc_times_bv,tau2_learned,n_shrunk,mean_delta_norm,auroc_poolA,auroc_poolB,auroc_hnavar,auroc_cold,hn_minus_poolB,hn_minus_cold,mse_poolA,mse_poolB,mse_hnavar,mse_cold,mse_hn_vs_poolB,mse_hn_vs_cold,bv_raw,bv_nc,noise_floor,crc_nc,win,tc_x_bvnc,snr,tc_x_snr
25,0.25,3,20,0.217078430122293,5.426960753057326,0.828161358833313,0,0.2193374177148147,0.9395604395604396,0.9010989010989012,0.726923076923077,0.5417582417582417,-0.1741758241758241,0.1851648351648352,0.9681053459644318,0.962982776761055,0.9509911477565766,0.9731460407376288,-0.0119916290044784,-0.0221548929810523,0.23924369199618212,0.05834363654888106,0.2322443510184912,0.04624565581725238,1,1.4585909137220265,0.25121660136412,6.280415034103
25,0.25,4,20,0.223512710340164,5.587817758504102,0.7750037908554077,0,0.170446393858043,0.99921875,1.0,0.92734375,0.49921875,-0.0726562499999999,0.428125,0.9074777409434318,0.9362776547670364,0.9387425139546396,1.0329905286431311,0.002464859187603,-0.0942480146884918,0.2354406294173767,0.05144144045097022,0.2341950990297586,0.04902506866429049,0,1.2860360112742555,0.2196520792454059,5.491301981135147
25,0.25,5,20,0.2201601175014901,5.504002937537252,0.8172146677970886,0,0.1945227156480409,0.9916666666666668,0.9690476190476192,0.8273809523809523,0.5851190476190476,-0.1416666666666668,0.2422619047619046,1.0419225811958313,1.0529763296246528,1.126010300219059,1.1594957903027534,0.073033970594406,-0.0334854900836945,0.2363486481835389,0.05872000993460615,0.23529655290409987,0.049752930400149976,0,1.4680002483651537,0.24955745934169613,6.238936483542403
25,0.25,6,20,0.2203877796138819,5.50969449034705,0.7929581999778748,0,0.2495724640091033,0.9797979797979796,0.9671717171717172,0.7929292929292929,0.5611111111111111,-0.1742424242424242,0.2318181818181818,0.7497388914227485,0.7631615564227104,0.826990869641304,0.9139977663755416,0.0638293132185935,-0.0870068967342376,0.2319030252405178,0.058376953427751704,0.23260298480117675,0.05157112890839127,0,1.4594238356937925,0.2509725035456913,6.274312588642282
25,0.25,7,20,0.211870703164634,5.29676757911585,0.8633001446723938,0,0.2372625414155761,0.997,1.0,0.897,0.618,-0.1029999999999999,0.279,0.9204839423298836,0.9391154184937476,0.980418549478054,1.0896558448672296,0.0413031309843063,-0.1092372953891754,0.22580835681698475,0.05184274265236145,0.22716565551927922,0.04882980446454426,0,1.296068566309036,0.22821558361827995,5.705389590456999
25,1.0,0,20,0.2629162907754104,6.57290726938526,0.9282047152519226,0,0.8555691546325743,0.6829670329670329,0.6362637362637361,0.6939560439560439,0.5697802197802198,0.0576923076923078,0.1241758241758241,0.663749860227108,0.8366168051958084,0.6482960276305676,0.6996336862444877,-0.1883207775652408,-0.0513376586139201,0.2859746235964317,0.13964845337418852,0.22663475715896397,0.0532666266191311,1,3.491211334354713,0.6161828623499159,15.404571558747898
25,1.0,1,20,0.2684304316016223,6.710760790040557,0.9873054027557372,0,0.8706909684958983,0.8452380952380952,0.9434523809523808,0.8547619047619047,0.568452380952381,-0.0886904761904761,0.2863095238095237,0.9487967103719712,0.9801228635013104,0.939188362658024,1.0799146503210069,-0.0409345008432865,-0.140726287662983,0.27607987261727823,0.14280890501826118,0.21931035092265183,0.04788634091406457,1,3.5702226254565295,0.6511726620173446,16.279316550433613
25,1.0,2,20,0.2615495580839829,6.538738952099572,0.9574081897735596,0,0.7739154181977296,0.8773333333333332,0.9926666666666668,0.8859999999999999,0.598,-0.106666666666667,0.2879999999999999,0.7599016286432743,0.7846178486943245,0.7654609248042107,0.8783560246229172,-0.0191569238901138,-0.1128950998187064,0.27609751378684283,0.15676468633314136,0.2217209700526642,0.04802556144518947,1,3.9191171583285342,0.7070359032612291,17.675897581530727
25,1.0,3,20,0.263446194949033,6.586154873725825,0.921625316143036,0,0.8643753705601365,0.6328125,0.6666666666666666,0.715625,0.6156250000000001,0.0489583333333333,0.0999999999999998,0.9586556270718576,1.0258729189634324,0.9395434811711312,1.0130587562918665,-0.0863294377923011,-0.073515275120735,0.2765061542138194,0.14164804952522267,0.22728976361547268,0.05116580088649767,1,3.541201238130567,0.6232047025437621,15.580117563594055
25,1.0,4,20,0.2553987378144239,6.384968445360598,0.948423445224762,0,0.8724694705046643,0.7427083333333334,0.8744791666666666,0.7895833333333333,0.5953125000000001,-0.0848958333333332,0.1942708333333331,0.7933358453214169,0.8265444070100785,0.7799930050969124,0.9029170125722884,-0.046551401913166,-0.1229240074753761,0.2674490261982558,0.14813723251553373,0.21214523205841604,0.044326799200463854,1,3.7034308128883433,0.6982821677309384,17.45705419327346
25,1.0,5,20,0.2740814409579045,6.852036023947614,0.9310077428817748,0,0.9470873585296063,0.7515151515151516,0.6843434343434344,0.7919191919191918,0.63989898989899,0.1075757575757574,0.1520202020202018,0.7162414826452732,0.8294423997402192,0.6766395509243012,0.8181528866291046,-0.152802848815918,-0.1415133357048034,0.28380397680029446,0.1726827518456316,0.21032013032556662,0.04832745991886447,1,4.31706879614079,0.8210471892458702,20.526179731146755
25,1.0,6,20,0.2725036787366792,6.812591968416982,0.9579402208328248,1,0.9244952132182944,0.8614999999999998,0.8959999999999999,0.798,0.58,-0.0979999999999998,0.218,0.8122015684843064,0.8487241834402084,0.7461227625608444,0.8097047507762909,-0.1026014208793639,-0.0635819882154464,0.2805367847035721,0.1632255350479522,0.21326083673144564,0.052901047424904576,1,4.080638376198805,0.7653797928847962,19.134494822119905
25,1.0,7,20,0.2705816061230123,6.764540153075309,0.9743221998214722,0,0.8979677617983208,0.8747474747474747,0.9545454545454544,0.7792929292929293,0.5681818181818181,-0.1752525252525251,0.2111111111111111,0.8363754630088807,0.8568534702062607,0.8114340886473655,0.9006900668144227,-0.0454193815588951,-0.0892559781670571,0.282299354571117,0.16343585777937272,0.21395257989539196,0.045420743697468735,1,4.085896444484318,0.7638882310242838,19.097205775607094
40,0.05,0,20,0.1698873413198475,6.7954936527939,0.7601048946380615,0,0.0410279978177222,0.9423076923076924,0.9346153846153846,0.8478021978021978,0.5950549450549449,-0.0868131868131868,0.2527472527472528,0.9337655425071716,0.9499829828739166,0.951244492828846,1.010302709043026,0.0012615099549293,-0.0590582162141799,0.1792560871072275,0.06447539468885596,0.1675819207835823,0.03879697749608126,0,2.5790157875542388,0.38473956132845866,15.389582453138345
40,0.05,1,20,0.1488968502583852,5.955874010335411,0.7431134581565857,0,0.0415522343520186,0.9447916666666668,0.8927083333333334,0.8052083333333334,0.4953124999999999,-0.0875,0.3098958333333335,0.855111013352871,0.836581964790821,0.9058527544140816,0.9329487085342408,0.0692707896232605,-0.0270959541201591,0.1600952368863736,0.02518562012771643,0.17173717790441778,0.03911051351257516,0,1.0074248051086572,0.14665211362523825,5.86608454500953
40,0.05,2,20,0.1628345550029983,6.513382200119935,0.7452922463417053,0,0.037440774243974,0.926923076923077,0.9241758241758242,0.8395604395604396,0.5313186813186813,-0.0846153846153846,0.3082417582417582,1.0307056248188018,1.0529527097940443,1.0876105427742004,1.1202153891324995,0.0346578329801559,-0.0326048463582993,0.1700768983209595,0.04182530716621078,0.17270079061990437,0.03766150305581639,0,1.6730122866484312,0.24218364615518018,9.687345846207208
40,0.05,3,20,0.1540610025022716,6.162440100090864,0.7078535556793213,0,0.045936865284831,0.894270833333333,0.9130208333333334,0.7869791666666666,0.5229166666666667,-0.1260416666666668,0.2640624999999998,1.0016708970069883,1.001652643084526,1.033154073357582,1.0670958057045936,0.031501430273056,-0.0339417323470114,0.16303382760203278,0.03139588313856104,0.17166248651137336,0.03738180680132047,0,1.2558353255424415,0.18289309316558763,7.315723726623506
40,0.05,4,20,0.1620325379676192,6.48130151870477,0.7775125503540039,0,0.0502975961897504,0.9838383838383836,0.9343434343434344,0.8126262626262626,0.5535353535353535,-0.1217171717171718,0.259090909090909,0.9947969257831574,1.0027444034814834,1.0209616243839263,1.0763508975505829,0.0182172209024429,-0.0553892731666565,0.16701340461571276,0.02917447051390484,0.17135822296313047,0.042172593042790495,0,1.1669788205561935,0.17025427790636014,6.810171116254406
40,0.05,5,20,0.1633193635640912,6.532774542563651,0.7852129936218262,0,0.0375765654671814,1.0,1.0,0.9595238095238094,0.6160714285714285,-0.0404761904761905,0.3434523809523809,0.9028962582349778,0.9174927532672882,0.933544734120369,1.02167167365551,0.0160519808530807,-0.088126939535141,0.1729262260045623,0.05340365568819173,0.16882297880141411,0.04256579248257195,0,2.1361462275276693,0.31632930580504837,12.653172232201936
40,0.05,6,20,0.1650643861539147,6.60257544615659,0.6871353983879089,0,0.0408531550201225,0.9686666666666668,0.9773333333333334,0.8626666666666667,0.5593333333333333,-0.1146666666666667,0.3033333333333333,0.955843260884285,0.9763115331530572,1.0040978133678435,1.07500007301569,0.0277862802147864,-0.0709022596478463,0.17387179555644397,0.04346719260251782,0.17224031627791458,0.03878485662366445,0,1.738687704100713,0.25236363670153905,10.094545468061561
40,0.05,7,20,0.1594884734989498,6.3795389399579925,0.7468218207359314,0,0.0469285864385188,0.9794999999999998,0.9419999999999998,0.8779999999999999,0.587,-0.0639999999999999,0.2909999999999999,1.003236322104931,1.0421039372682572,1.0711142033338548,1.1605134189128876,0.0290102660655975,-0.0893992155790328,0.16766149031810865,0.04207343286215103,0.16740656042366187,0.04146825129189424,0,1.6829373144860413,0.2513248749372442,10.052994997489769
40,0.25,0,20,0.1679918767378326,6.719675069513307,0.7628422379493713,0,0.2457215416254395,0.997,0.9944999999999998,0.9085,0.578,-0.0859999999999997,0.3305000000000001,0.9299592047929764,0.9419523268938064,0.9556823313236236,1.043243896961212,0.0137300044298172,-0.0875615656375884,0.17775544150255917,0.06293747071540234,0.16470987915936733,0.03700801072445012,0,2.5174988286160938,0.38211108548325945,15.284443419330378
40,0.25,1,20,0.1600119004027923,6.400476016111695,0.7088419198989868,0,0.2255604075321257,0.846875,0.8192708333333332,0.7973958333333334,0.5921874999999999,-0.0218749999999997,0.2052083333333335,0.846006278693676,0.870360580086708,0.891912180185318,0.9381519809365272,0.02155160009861,-0.0462398007512092,0.16599344116457082,0.03311693309847152,0.17159347501219116,0.03704282680838475,0,1.3246773239388607,0.19299645919589115,7.719858367835646
40,0.25,2,20,0.1733531811027344,6.934127244109376,0.7238330841064453,0,0.2083250385348318,1.0,1.0,0.943956043956044,0.6065934065934065,-0.056043956043956,0.3373626373626374,0.8187574654817581,0.8328585475683212,0.8368354931473732,0.9133040338754654,0.0039769455790519,-0.0764685407280922,0.18134215270025755,0.0687867496351226,0.16725192685820528,0.03678867462137254,0,2.751469985404904,0.41127627601826916,16.451051040730768
40,0.25,3,20,0.1674135039603551,6.696540158414207,0.7629951238632202,0,0.1958781255293736,0.9796703296703296,0.989010989010989,0.882967032967033,0.5445054945054945,-0.106043956043956,0.3384615384615386,0.7661195188760758,0.7861123010516167,0.8505320742726326,0.9769563972949982,0.0644197732210158,-0.1264243230223656,0.17556880860501173,0.049811426261883174,0.16838459690726246,0.041911638329708366,0,1.992457050475327,0.29581937526813534,11.832775010725413
40,0.25,4,20,0.1615869879020131,6.463479516080527,0.7758498191833496,0,0.244128309742668,0.953125,0.9708333333333334,0.8645833333333334,0.5682291666666666,-0.10625,0.2963541666666668,0.9896029382944108,0.9943200290203096,1.020343180000782,1.0664070650935171,0.0260231509804725,-0.0460638850927352,0.17127605575632995,0.04744755191872207,0.16798083483489898,0.03888925387954437,0,1.8979020767488828,0.2824581266390073,11.298325065560293
