country_id,country_name,regime,T_c,polyarchy_last,delta_norm,pool_score_norm,mse_pool_A,mse_pool_B,mse_hnavar,mse_cold,tau2_learned,BV,CRC,seed
3,Mexico,hybrid,92,0.691,0.009780440479516983,0.01136359479278326,0.04378901422023773,0.09104613959789276,0.048550356179475784,0.12678322196006775,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
5,Sweden,democracy,92,0.914,0.007125874515622854,0.008006255142390728,0.02471732534468174,0.18240922689437866,0.04026700556278229,0.056303784251213074,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
6,Switzerland,democracy,92,0.888,0.004590252880007029,0.00521819107234478,0.02964184246957302,0.1405676305294037,0.04288390651345253,0.10704825818538666,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
7,Ghana,democracy,27,0.733,0.008211801759898663,0.009199338033795357,0.03634371981024742,0.08932547271251678,0.05410163849592209,0.07870040088891983,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
8,South Africa,democracy,75,0.745,0.008021538145840168,0.009065206162631512,0.019265305250883102,0.06062014028429985,0.10421119630336761,0.023734401911497116,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
9,Japan,democracy,86,0.842,0.009109917096793652,0.010028168559074402,0.011710804887115955,0.10495797544717789,0.027280353009700775,0.06627216190099716,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
12,Albania,hybrid,74,0.484,0.009763619862496853,0.01126549020409584,0.037320077419281006,0.08732175827026367,0.11960609257221222,0.16551552712917328,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
13,Egypt,authoritarian,35,0.208,0.004046023823320866,0.004721926525235176,0.05888739600777626,0.08874548971652985,0.06028367951512337,0.10563846677541733,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
15,Colombia,hybrid,88,0.532,0.009119793772697449,0.010761833749711514,0.19496531784534454,0.21224576234817505,0.13176870346069336,0.15680228173732758,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
17,Poland,democracy,76,0.881,0.010535291396081448,0.011661489494144917,0.04661884158849716,0.11932002753019333,0.08431878685951233,0.07143467664718628,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
19,Brazil,democracy,86,0.855,0.011377857998013496,0.012584601528942585,0.0889945775270462,0.10995744168758392,0.0817088708281517,0.14542995393276215,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
20,United States of America,democracy,92,0.827,0.0067635346204042435,0.007585691288113594,0.043301060795784,0.1816805601119995,0.055800940841436386,0.1375010907649994,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
21,Portugal,democracy,86,0.883,0.014463487081229687,0.016153685748577118,0.06093497946858406,0.14319463074207306,0.09553948789834976,0.08310852199792862,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
22,El Salvador,hybrid,70,0.547,0.009907824918627739,0.01177637092769146,0.023148778825998306,0.09827041625976562,0.0950007438659668,0.02473944053053856,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
24,Bangladesh,hybrid,24,0.503,0.005919202230870724,0.006971569266170263,0.015735067427158356,0.11163783818483353,0.09214426577091217,0.26377102732658386,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
25,Bolivia,democracy,80,0.729,0.010853673331439495,0.01249581016600132,0.34048882126808167,0.3126464784145355,0.2748718559741974,0.30994588136672974,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
26,Haiti,hybrid,54,0.41,0.007197040133178234,0.008095012977719307,0.1298510879278183,0.14436207711696625,0.1560879349708557,0.0821060761809349,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
27,Honduras,hybrid,33,0.555,0.007277410477399826,0.008327443152666092,0.12331769615411758,0.09674640744924545,0.1213177740573883,0.1907784640789032,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
28,Mali,hybrid,33,0.595,0.009781355038285255,0.01126726996153593,0.01995639130473137,0.08149110525846481,0.06724271178245544,0.040919821709394455,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
29,Pakistan,authoritarian,38,0.236,0.006210637744516134,0.007439188193529844,0.054584503173828125,0.13046063482761383,0.07872898876667023,0.16432635486125946,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
30,Peru,democracy,71,0.798,0.010264599695801735,0.01215234026312828,0.1054629385471344,0.14671006798744202,0.1274973750114441,0.5297829508781433,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
31,Senegal,hybrid,43,0.684,0.0045814793556928635,0.004947394132614136,0.013616957701742649,0.06649886816740036,0.03536015376448631,0.03608190640807152,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
36,Afghanistan,authoritarian,36,0.091,0.007453791797161102,0.009034923277795315,0.8487774729728699,0.6767728328704834,0.6822575330734253,0.8831105828285217,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
37,Argentina,democracy,78,0.828,0.00974299106746912,0.011189927347004414,0.185028076171875,0.1725582480430603,0.16763129830360413,0.29518288373947144,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
38,Ethiopia,authoritarian,19,0.094,0.001276134280487895,0.0014965549344196916,0.2601248323917389,0.2525329291820526,0.24864280223846436,0.28342297673225403,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
39,India,democracy,54,0.73,0.005559563171118498,0.006521343719214201,0.10721263289451599,0.19714568555355072,0.12515302002429962,0.09797824919223785,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
40,Kenya,hybrid,40,0.419,0.0056213317438960075,0.006602181121706963,0.033991556614637375,0.06135859712958336,0.03937939926981926,0.0970291942358017,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
41,North Korea,authoritarian,52,0.084,0.0030597071163356304,0.0035200684797018766,0.015436292625963688,0.06920351088047028,0.042677488178014755,0.2978752553462982,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
42,South Korea,democracy,55,0.84,0.011746653355658054,0.013179317116737366,0.023758288472890854,0.06794878095388412,0.05045190826058388,0.051042135804891586,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
44,Lebanon,hybrid,52,0.351,0.006077250000089407,0.0076400358229875565,0.14994801580905914,0.19338825345039368,0.1359756886959076,0.2547188997268677,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
45,Nigeria,hybrid,18,0.478,0.005659404676407576,0.006830777507275343,0.18398047983646393,0.24122853577136993,0.27399882674217224,0.20923778414726257,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
46,Philippines,hybrid,52,0.535,0.00909758172929287,0.010308952070772648,0.030648838728666306,0.1764741837978363,0.038288868963718414,0.029896747320890427,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
47,Tanzania,hybrid,39,0.449,0.005895419046282768,0.006597049534320831,0.04040344059467316,0.07221529632806778,0.09639864414930344,0.0838855504989624,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
49,Thailand,hybrid,55,0.551,0.008562118746340275,0.009900390170514584,0.223479762673378,0.235677108168602,0.2106148600578308,0.24931812286376953,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
50,Uganda,authoritarian,33,0.27,0.007742211688309908,0.009226366877555847,0.036080799996852875,0.12283602356910706,0.080544613301754,0.11013693362474442,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
51,Venezuela,hybrid,83,0.5,0.0158802792429924,0.01772761531174183,0.446189284324646,0.485088974237442,0.4640081822872162,0.6016944050788879,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
52,Benin,hybrid,28,0.615,0.008732840418815613,0.009596810676157475,0.017486201599240303,0.07317725569009781,0.04539278894662857,0.03378715738654137,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
54,Burkina Faso,hybrid,16,0.541,0.0012360014952719212,0.001434761332347989,,,,,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
55,Cambodia,hybrid,29,0.32,0.00722213601693511,0.008646181784570217,0.08953114598989487,0.13255472481250763,0.12928363680839539,0.23422884941101074,0.7944254279136658,0.5638879781768867,0.15845021215463878,7
